"Date","Price","Open","High","Low","Vol.","Change %"
"04/24/2016","956.99","946.07","963.89","943.17","","0.81%"
"04/17/2016","949.33","933.13","962.48","931.91","","1.74%"
"04/10/2016","933.13","911.80","936.07","911.46","","2.99%"
"04/03/2016","906.06","913.54","915.43","894.08","","-0.54%"
"03/27/2016","911.01","896.19","925.83","894.82","","1.65%"
"03/20/2016","896.19","913.09","914.91","892.66","","-1.98%"
"03/13/2016","914.33","910.94","919.36","897.02","","0.30%"
"03/06/2016","911.62","890.61","912.08","883.40","","2.36%"
"02/28/2016","890.61","855.68","893.24","854.00","","3.48%"
"02/21/2016","860.67","863.83","868.95","840.66","","-0.11%"
"02/14/2016","861.64","831.41","864.86","831.41","","3.64%"
"02/07/2016","831.41","845.71","845.71","822.07","","-3.18%"
"01/31/2016","858.70","879.16","882.46","856.12","","-2.40%"
"01/24/2016","879.84","862.28","880.03","853.83","","2.04%"
"01/17/2016","862.28","848.39","863.49","822.42","","1.64%"
"01/10/2016","848.39","875.12","883.28","844.07","","-2.24%"
"01/03/2016","867.87","914.33","914.33","867.87","","-6.31%"
"12/27/2015","926.32","938.89","944.92","925.76","","-1.32%"
"12/20/2015","938.74","915.38","939.41","915.38","","2.55%"
"12/13/2015","915.38","914.15","933.59","903.31","","0.35%"
"12/06/2015","912.16","945.59","945.97","911.78","","-3.54%"
"11/29/2015","945.59","949.84","955.64","935.65","","-0.05%"
"11/22/2015","946.09","942.91","947.75","928.27","","0.21%"
"11/15/2015","944.10","922.04","950.55","921.78","","2.14%"
"11/08/2015","924.33","942.71","943.68","922.04","","-2.23%"
