"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2015","86.74","86.39","87.00","85.22","1.85K","1.75%"
"10/04/2015","85.25","84.70","85.25","84.30","1.13K","5.51%"
"09/27/2015","80.80","79.65","80.80","79.65","3.65K","1.72%"
"09/20/2015","79.43","77.41","79.75","77.41","1.47K","1.12%"
"09/13/2015","78.55","73.60","78.55","73.60","7.15K","5.79%"
"09/06/2015","74.25","73.39","74.25","73.39","0.82K","-0.22%"
"08/23/2015","74.41","73.65","75.20","73.65","3.21K","0.83%"
"08/16/2015","73.80","74.65","74.65","73.80","1.67K","-3.35%"
"08/09/2015","76.36","81.50","81.50","76.34","14.68K","-4.79%"
"08/02/2015","80.20","80.96","81.49","80.00","52.82K","3.64%"
"07/19/2015","77.38","77.44","77.51","77.20","1.33K","-0.35%"
"07/12/2015","77.65","77.49","77.65","76.65","1.27K","4.55%"
"07/05/2015","74.27","76.35","76.35","73.32","1.80K","-4.81%"
"06/28/2015","78.02","77.80","78.15","76.41","5.33K","-2.23%"
"06/14/2015","79.80","78.25","79.80","77.49","4.32K","0.21%"
"06/07/2015","79.63","79.38","80.52","79.33","549.28K","-0.59%"
"05/31/2015","80.10","78.65","80.10","78.65","1.20K","2.50%"
"05/24/2015","78.15","80.15","80.77","78.15","52.40K","-7.32%"
"05/17/2015","84.32","85.50","85.50","84.32","12.83K","-0.57%"
"05/10/2015","84.80","84.80","84.80","84.80","0.15K","2.11%"
"05/03/2015","83.05","83.05","83.05","83.05","0.93K","1.57%"
"04/26/2015","81.77","83.45","83.45","81.54","0.66K","2.79%"
"04/19/2015","79.55","79.55","79.55","79.55","0.91K","-1.79%"
"04/12/2015","81.00","80.97","81.00","80.92","8.52K","-0.14%"
"04/05/2015","81.11","81.50","81.50","80.83","7.67K","-0.11%"
"03/29/2015","81.20","78.72","81.20","78.72","2.50K","2.16%"
"03/22/2015","79.48","76.00","79.48","76.00","19.60K","4.62%"
"03/15/2015","75.97","75.45","75.97","75.45","11.11K","-2.48%"
"03/01/2015","77.90","76.85","78.06","76.85","2.47K","1.05%"
"02/22/2015","77.09","78.04","78.04","77.09","2.50K","-0.21%"
"02/15/2015","77.25","72.50","77.25","72.50","2.35K","4.89%"
"02/08/2015","73.65","70.91","73.65","70.91","9.09K","2.04%"
"02/01/2015","72.18","69.75","72.43","69.75","1.23K","3.32%"
"01/25/2015","69.86","69.75","70.25","69.50","1.69K","1.96%"
"01/18/2015","68.52","68.00","68.52","66.37","1.88K","4.29%"
"01/11/2015","65.70","66.44","66.44","64.60","25.33K","-2.46%"
"01/04/2015","67.36","65.88","68.10","65.53","1.47K","-0.19%"
"12/28/2014","67.49","69.00","70.35","67.49","2.65K","-2.68%"
"12/21/2014","69.35","70.05","70.05","69.35","1.45K","0.57%"
"12/14/2014","68.96","71.80","71.80","68.68","2.77K","-3.48%"
"12/07/2014","71.45","72.24","72.50","71.41","2.91K","-3.58%"
"11/30/2014","74.10","78.50","78.50","74.10","2.74K","-8.24%"
"11/16/2014","80.75","79.22","82.45","79.22","12.97K","2.14%"
"11/09/2014","79.06","74.75","79.06","74.50","1.51K","7.42%"
"11/02/2014","73.60","71.94","74.00","71.46","5.22K","3.02%"
"10/26/2014","71.44","71.70","73.11","71.44","5.47K","-3.42%"
"10/19/2014","73.97","72.32","74.60","72.31","7.68K","6.95%"
"10/12/2014","69.16","69.67","69.67","68.81","7.92K","-1.30%"
"10/05/2014","70.07","73.99","74.10","70.07","8.60K","-4.15%"
"09/28/2014","73.10","75.49","75.73","73.10","1.28K","-5.06%"
"09/21/2014","77.00","79.00","79.00","76.45","265.23K","-3.79%"
"09/14/2014","80.03","75.90","80.25","75.90","4.08K","8.27%"
"09/07/2014","73.92","75.65","75.65","73.55","40.17K","-3.52%"
"08/31/2014","76.62","75.05","77.03","75.05","1.07K","2.11%"
"08/24/2014","75.04","78.16","78.16","74.50","1.79K","-2.84%"
"08/17/2014","77.23","79.75","80.00","77.23","17.29K","-2.43%"
"08/10/2014","79.15","76.55","80.14","76.55","7.98K","3.68%"
"08/03/2014","76.34","77.85","77.92","73.80","62.70K","-2.50%"
"07/27/2014","78.30","94.20","94.33","78.30","5.21K","-20.23%"
"07/20/2014","98.16","98.00","98.16","98.00","6.12K","-0.45%"
"07/13/2014","98.60","100.35","100.50","98.25","19.60K","1.18%"
"07/06/2014","97.45","99.85","100.00","97.45","1.83K","-3.08%"
"06/29/2014","100.55","100.55","100.55","100.55","0.26K","-0.40%"
"06/22/2014","100.95","102.43","102.43","97.88","1.48K","-2.37%"
"06/15/2014","103.40","105.20","105.40","103.40","0.94K","-2.31%"
"06/08/2014","105.84","106.05","106.05","105.76","5.57K","0.94%"
"06/01/2014","104.85","106.27","107.16","104.85","2.25K","-2.63%"
"05/25/2014","107.68","107.78","107.78","107.68","1.21K","2.11%"
"05/18/2014","105.45","106.21","106.39","105.45","1.53K","-2.76%"
"05/11/2014","108.44","108.55","108.55","108.40","0.86K","2.01%"
"05/04/2014","106.30","106.06","108.10","106.06","1.90K","-0.98%"
"04/27/2014","107.35","106.51","107.35","106.51","1.42K","1.90%"
"04/20/2014","105.35","104.70","106.06","104.34","4.94K","0.62%"
"04/13/2014","104.70","104.61","104.70","104.61","0.25K","-3.37%"
"04/06/2014","108.35","105.25","108.60","105.25","0.78K","1.49%"
"03/23/2014","106.76","104.24","107.95","104.24","2.19K","0.72%"
"03/16/2014","106.00","110.25","110.25","106.00","1.03K","0.70%"
"03/09/2014","105.26","110.56","110.64","105.26","20.20K","-5.43%"
"03/02/2014","111.30","111.34","111.45","110.98","1.61K","-3.52%"
"02/23/2014","115.36","115.36","115.36","115.36","2.14K","-1.19%"
"02/16/2014","116.75","118.30","118.30","116.75","1.16K","-1.39%"
"02/09/2014","118.39","118.39","118.39","118.39","0.11K","2.02%"
"02/02/2014","116.05","109.70","116.05","109.70","1.49K","2.48%"
"01/26/2014","113.24","117.36","117.45","113.24","1.08K","-4.16%"
"01/19/2014","118.15","124.29","124.29","118.15","0.43K","-3.71%"
"01/12/2014","122.70","123.86","124.26","122.32","1.14K","-0.45%"
"01/05/2014","123.25","123.25","123.25","123.25","0.30K","-1.52%"
"12/29/2013","125.15","128.10","128.25","125.15","9.43K","-0.89%"
"12/22/2013","126.27","124.36","126.27","124.36","10.45K","2.38%"
"12/15/2013","123.33","121.00","123.39","121.00","0.58K","4.51%"
"12/08/2013","118.01","119.95","119.95","118.01","0.62K","-2.21%"
"12/01/2013","120.68","121.15","121.15","119.30","1.40K","-0.72%"
"11/24/2013","121.55","119.77","121.55","119.77","0.60K","0.25%"
"11/17/2013","121.25","118.90","121.25","118.68","1.36K","2.02%"
"11/10/2013","118.85","116.30","118.85","116.30","0.50K","2.94%"
"11/03/2013","115.46","115.70","115.70","115.46","1.70K","1.82%"
"10/27/2013","113.40","115.25","115.25","113.40","1.00K","-3.03%"
"10/20/2013","116.94","117.08","117.08","116.65","1.13K","4.74%"
"10/13/2013","111.65","110.47","111.65","110.47","0.35K","0.13%"
"10/06/2013","111.50","106.75","111.50","106.70","0.91K","1.69%"
"09/29/2013","109.65","109.65","109.65","109.65","0.94K","2.52%"
"09/22/2013","106.95","106.90","107.41","106.90","0.78K","1.86%"
"09/15/2013","105.00","105.42","111.31","105.00","17.54K","-2.74%"
"09/08/2013","107.96","107.82","107.97","107.82","0.76K","1.78%"
"09/01/2013","106.07","106.64","106.67","106.07","0.50K","-0.59%"
"08/25/2013","106.70","112.55","112.80","106.70","2.24K","-4.69%"
"08/18/2013","111.95","113.08","113.08","111.95","2.30K","-2.40%"
"08/04/2013","114.70","116.45","116.45","114.70","0.50K","0.09%"
"07/28/2013","114.60","114.60","114.60","114.60","0.17K","2.50%"
"07/07/2013","111.80","111.52","111.80","111.52","16.85K","7.60%"
"06/30/2013","103.90","108.52","108.52","103.90","0.97K","-1.79%"
"06/23/2013","105.79","101.58","105.79","101.58","10.00K","1.53%"
"06/16/2013","104.20","110.75","110.75","104.20","0.68K","-4.23%"
"06/09/2013","108.80","108.55","108.80","106.90","0.65K","0.86%"
"06/02/2013","107.87","108.32","108.87","107.87","3.29K","-1.94%"
"05/26/2013","110.00","111.75","111.75","110.00","0.20K","-2.44%"
"05/19/2013","112.75","112.90","112.90","112.75","0.28K","2.27%"
"05/12/2013","110.25","107.50","110.25","107.50","0.25K","2.70%"
"05/05/2013","107.35","110.75","111.25","107.35","0.71K","-3.30%"
"04/28/2013","111.01","103.82","111.01","103.82","0.30K","7.93%"
"04/21/2013","102.85","102.35","102.85","102.35","7.39K","3.39%"
"04/14/2013","99.48","99.35","99.48","99.35","0.40K","-4.16%"
"04/07/2013","103.80","103.80","103.80","103.80","42.80K","0.29%"
"03/31/2013","103.50","103.50","103.50","103.50","0.11K","-0.10%"
"03/24/2013","103.60","105.01","105.01","103.60","1.32K","-0.10%"
"03/17/2013","103.70","103.45","103.85","103.40","7.16K","3.29%"
"03/10/2013","100.40","100.40","100.40","100.40","0.10K","0.97%"
"03/03/2013","99.44","91.83","100.25","91.83","3.43K","9.52%"
"02/24/2013","90.80","93.05","93.05","90.80","1.30K","-2.89%"
"02/17/2013","93.50","96.14","96.14","93.50","1.76K","-0.23%"
"02/10/2013","93.72","93.72","93.72","93.72","0.37K","2.82%"
"02/03/2013","91.15","91.15","91.15","91.15","27.67K","-4.74%"
"01/27/2013","95.69","95.69","95.69","95.69","0.10K","2.89%"
"01/20/2013","93.00","93.00","93.25","92.95","0.57K","-0.33%"
"01/13/2013","93.31","91.15","93.31","91.15","0.37K","3.98%"
"01/06/2013","89.74","89.74","89.74","89.74","0.10K","3.51%"
