"Date","Price","Open","High","Low","Vol.","Change %"
"01/23/2022","34,725.47","34,070.61","34,815.67","33,150.33","2.85B","1.34%"
"01/16/2022","34,265.37","35,661.76","35,661.76","34,229.55","1.71B","-4.58%"
"01/09/2022","35,911.81","36,175.21","36,513.88","35,639.91","1.87B","-0.88%"
"01/02/2022","36,231.66","36,321.59","36,952.65","36,111.53","2.00B","-0.29%"
"12/26/2021","36,338.30","35,954.48","36,679.44","35,954.48","1.13B","1.08%"
"12/19/2021","35,950.56","35,222.12","36,060.99","34,665.50","1.28B","1.65%"
"12/12/2021","35,365.44","35,958.93","36,189.83","35,284.26","2.58B","-1.68%"
"12/05/2021","35,970.99","34,633.43","35,982.69","34,633.43","2.00B","4.02%"
"11/28/2021","34,580.08","35,017.71","35,287.91","34,006.98","2.51B","-0.91%"
"11/21/2021","34,899.34","35,631.41","35,929.66","34,749.80","1.43B","-1.97%"
"11/14/2021","35,601.98","36,128.83","36,316.61","35,555.37","1.80B","-1.38%"
"11/07/2021","36,100.31","36,416.46","36,565.73","35,915.27","1.39B","-0.63%"
"10/31/2021","36,327.95","35,833.65","36,484.75","35,797.97","1.52B","1.42%"
"10/24/2021","35,819.56","35,692.62","35,892.92","35,490.43","1.71B","0.40%"
